,Property.GFA...Self.Reported..ft_2.,Primary.Property.Type...Self.Selected,Weather.Normalized.Site.Energy.Use..kBtu.,Weather.Normalized.Site.Electricity..kWh.,Year.Built
505,58710,Multifamily Housing,4636078.9,315998.2,2002
506,98756,Multifamily Housing,6148250.2,380519.6,1991
507,50805,Multifamily Housing,4906973.3,414841.6,2009
508,88323,Multifamily Housing,7462341.5,452020.4,1983
509,185080,Multifamily Housing,17811002.8,1779987.6,2002
510,57678,Multifamily Housing,8706566.8,506717.2,1972
511,69800,Multifamily Housing,6159581.6,71714.1,1960
512,143840,Distribution Center,2267568.8,88280,1931
513,88500,Non-Refrigerated Warehouse,9708211.9,224951.5,1930
514,153000,Office,9462424,1741468.1,1930
515,170602,Office,12688921.3,2247012.4,1925
516,137580,Office,9972217.2,2450098.7,1918
517,187000,Hotel,19805533.9,2370698.5,1926
518,72420,Multifamily Housing,7143863.6,43535.9,1926
519,68235,Office,1830146.7,536385.3,1967
520,53837,Multifamily Housing,6733545.6,514236,1917
521,172225,Multifamily Housing,13847943.3,863808.7,1924
522,50658,Multifamily Housing,3853156.2,131394.9,1931
523,58800,Multifamily Housing,5687589.9,193790.2,1940
524,51975,Multifamily Housing,6330578.6,190056.3,1934
525,75000,Multifamily Housing,7689517.7,247103.3,1938
526,56640,Multifamily Housing,5324449.7,213620.4,1943
527,70450,Multifamily Housing,6835564,199636.7,1936
528,67100,Multifamily Housing,6486475,201608.8,1941
529,313390,Multifamily Housing,21459465.6,1256570.8,1967
530,222714,Multifamily Housing,22432724.1,942183.5,1961
531,226980,Multifamily Housing,20492049,1118502.3,1964
532,77403,Senior Care Community,9105785.4,964913.5,1973
533,324480,Multifamily Housing,32082506.9,1764797.8,1974
534,113477,Multifamily Housing,15191420.3,655773.9,1960
535,598475,Multifamily Housing,70886759.1,3033129,1966
536,197396,Multifamily Housing,16331755.5,NA,1960
537,60000,Other - Entertainment/Public Assembly,13337896.5,2282351.7,2007
538,434119,Multifamily Housing,39176906.5,3528300.5,2006
539,60000,Multifamily Housing,2187847.5,259024.4,1926
540,65000,Multifamily Housing,6041716.6,190464,1939
541,73600,Office,4419669.7,567159,1924
542,85000,Multifamily Housing,6035929.4,285264.9,1950
543,70000,Multifamily Housing,4567266.1,211862.6,1920
544,67823,Office,5219798.3,498821.3,1924
545,98000,Office,8761611,955196.7,1928
546,395001,Multifamily Housing,23111624.8,3468319.8,1959
547,51000,Multifamily Housing,1012355.4,204858.7,1938
548,70000,Multifamily Housing,5176189.2,183222.3,1934
549,81600,Multifamily Housing,4704353.1,223522.2,1949
550,147000,Multifamily Housing,8938592,483558.6,1942
551,110957,Multifamily Housing,7391185.9,353744.4,1927
552,72800,Multifamily Housing,6108908.7,237930.7,1941
553,72886,Multifamily Housing,7008609.3,420985.9,1923
554,119348,Multifamily Housing,8331609.2,514493.5,1984
555,85005,Multifamily Housing,5555857.8,382176.4,2007
556,70992,Multifamily Housing,5164615.1,306778.9,1949
557,61332,Multifamily Housing,4667672,272412.9,1965
558,55000,Other - Entertainment/Public Assembly,5984646.9,1239790,1991
559,71815,Other - Entertainment/Public Assembly,11982189.2,2359187.2,1999
560,69126,Other - Entertainment/Public Assembly,8529786.3,2000782.2,1998
561,66400,Multifamily Housing,5249864.7,319611.2,1925
562,63000,Office,5719640.8,673154.8,1962
563,90633,Hotel,2920019.1,577239.2,1904
564,92937,Multifamily Housing,7005664.5,321721.7,2002
565,64198,Multifamily Housing,4278865.4,306497.4,1990
566,66755,Multifamily Housing,5099758.1,297863.4,2010
567,109913,Multifamily Housing,9743511.7,438594.3,1985
568,129835,Office,6963259.3,1605598.1,1905
569,50200,Multifamily Housing,3269905.4,227905.9,1924
570,392000,Other - Mall,44567949.5,12135039.2,1996
571,102177,Other - Entertainment/Public Assembly,13251191.4,2895855.6,1999
572,771369,Office,86053934.4,23256573.7,1907
573,462414,Other - Mall,43282488.8,9291594.8,1964
574,218059,Mixed Use Property,29727565.6,5050392,1994
575,76000,Other - Mall,4866155.3,1426188.4,1998
576,272866,Office,22896596.2,6005671.8,2003
577,61200,Multifamily Housing,5925665.5,353300.8,1920
578,60000,Multifamily Housing,7191705.3,421038.6,1916
579,103248,Multifamily Housing,7993460.5,544954.1,1910
580,299108,Office,32995845.7,3732391.1,1936
581,1114087,Office,172855958.1,34789495.9,1934
582,203230,Office,35789225.2,10070938.7,1930
583,81502,Multifamily Housing,5291422.4,340968.4,1927
584,54000,Multifamily Housing,4784115.9,203660.1,1931
585,55300,Multifamily Housing,6306730.2,237102.4,1968
586,75000,Multifamily Housing,4055418.3,181760.5,1923
587,65000,Hotel,7051393.8,1791863.6,1989
588,64800,Multifamily Housing,6781316.2,260766.2,1927
589,51003,Multifamily Housing,3915481.3,296853.5,1996
590,104250,Multifamily Housing,9907262.9,386393.3,1920
591,60520,Multifamily Housing,6243059.8,382248.2,2008
592,55230,Multifamily Housing,7044613.9,392213.3,1989
593,67854,Multifamily Housing,8100521.9,436316,1920
594,69900,Multifamily Housing,8688307.7,299513.7,1929
595,88000,Distribution Center,1016711.5,292986.6,1979
596,76000,Other,2496149.5,440187.5,2005
597,66604,Multifamily Housing,5640300.6,299141.6,1925
598,98718,Multifamily Housing,8133630.4,418908.7,1924
599,107000,Other,6757851.3,541453.2,1951
600,194777,Office,11604695.9,1287913.6,1927
601,121964,Office,7848129.9,1827810,1900
602,82576,Office,5053913.9,1144078.1,2015
603,100000,Office,9798191.5,2075012.1,1965
604,142254,Office,10922803.4,2374967.6,1913
605,53020,Multifamily Housing,5463715,894508.9,2009
606,64000,Multifamily Housing,1161448.9,340401.1,1990
607,78372,Multifamily Housing,2115375.9,619981.1,1957
608,62524,Multifamily Housing,1004347.3,294357.3,1926
609,83000,Multifamily Housing,1669102.6,489185.9,1989
610,63000,Multifamily Housing,6503147.4,368545.8,1990
611,59057,Multifamily Housing,5775202.4,259841.9,1925
612,50000,Other - Entertainment/Public Assembly,7242135.6,1078304.9,1994
613,67000,Other - Entertainment/Public Assembly,18622131.8,2848235.4,2001
614,134340,Residence Hall/Dormitory,20039131.3,2086411,1920
615,257539,Mixed Use Property,46520938.7,4471584.5,1930
616,156600,Other - Entertainment/Public Assembly,25043230.4,2826782.7,1931
617,103900,Other - Entertainment/Public Assembly,13906088.8,1042595.7,1931
618,59900,Multifamily Housing,3507861.6,310498.7,1880
619,110544,Multifamily Housing,7604785.1,568681.5,2007
620,79154,Multifamily Housing,8802581.9,445383.4,1986
621,76800,Multifamily Housing,4242344.5,362825,1926
622,54494,Multifamily Housing,4690222.1,343587.2,2002
623,80500,Other,17535460,2383502.7,2005
624,52370,Supermarket/Grocery Store,13517947.3,2204280.9,1969
625,288206,Other,20742486.6,3991763.8,1954
626,427927,Multifamily Housing,27591379.5,2455992.3,1961
627,304071,Multifamily Housing,36925275.5,2332205.4,1983
628,66874,Multifamily Housing,5905775.9,394256,2008
629,731391,Multifamily Housing,64290254.4,5472207.2,2010
630,541000,Multifamily Housing,44721333,5671544.9,1961
631,477571,Multifamily Housing,48039722.6,5736822.9,2007
632,357000,Multifamily Housing,25217852.9,2600181.4,1998
633,111280,Multifamily Housing,7313704.8,423463.3,1900
634,123646,Multifamily Housing,10501735.8,987081.5,1996
635,552263,Multifamily Housing,35829462.4,5542051.8,1899
636,124000,Office,8506608.5,1105803.1,1926
637,80000,Office,9910993.5,1599731.7,1962
638,237000,Office,24627279.4,5421604,1901
639,169235,Office,19505760.4,3788303,1904
640,186371,Office,11281212.5,2749033.4,1925
641,382200,Office,23344183.9,4850191.8,1914
642,203096,Office,13189248.6,2814691.8,1908
643,199086,Office,11212876.2,1962899.7,1906
644,75165,Multifamily Housing,6550243.4,575746.1,1908
645,50567,Multifamily Housing,3860637.4,287699.1,1930
646,136974,Office,9262972.1,1199497.2,1914
647,63270,Office,3738081.2,691073.5,1913
648,102562,Office,3880981.7,814971.1,1924
649,60000,Multifamily Housing,6282959.7,212427.6,1931
650,50000,Multifamily Housing,5322546.4,206587.9,1927
651,59000,Multifamily Housing,3720060.2,157953.9,1931
652,61190,Multifamily Housing,6164795.9,231729.6,1960
653,69000,Multifamily Housing,6336696.9,274679.8,1954
654,170708,Multifamily Housing,19813545,916809.9,1964
655,122913,Multifamily Housing,10158806.8,1041619.7,2008
656,117900,Office,12931359.8,2521581.4,1910
657,308313,Office,15920041.9,3390999.6,1914
658,125858,Office,7621632.3,1612799.8,1915
659,55245,Medical Office,6915747.6,1006540.1,2011
660,110000,Medical Office,13720562.8,2518799.8,1991
661,66070,Medical Office,11456772.8,1912248.1,2010
662,447195,Other - Specialty Hospital,61618502.9,14370782.1,1939
663,138720,Multifamily Housing,5363396.5,1115268.5,1914
664,465150,Office,29971497,4828724.3,1925
665,69960,Multifamily Housing,5660534.3,318422.3,1967
666,63000,Multifamily Housing,3757289.8,229017,1929
667,281850,Office,16942372.5,3012775.3,1950
668,180350,Retail Store,16568475.9,3746123.7,1920
669,159457,Office,18478829.5,2359663.6,1920
670,132000,Hotel,10790313.9,2340438.5,2010
671,100000,Multifamily Housing,14381479.6,1457518.6,1910
672,59160,Multifamily Housing,7297770.9,334424.7,1962
673,300000,Other,28215304.6,3495780.6,1919
674,42000,Other,7848278,1253032.4,2010
675,88400,Multifamily Housing,6247910.3,373508.6,1925
676,88176,Multifamily Housing,5803565,290319.6,1922
677,200000,Distribution Center,8510855.9,1347565.2,1950
678,190000,Distribution Center,7017290,2056649.8,1969
679,100000,Distribution Center,795885.3,137056,1977
680,388669,Office,38462243,4276185.4,1930
681,61917,Multifamily Housing,3905471.9,255820.7,1930
682,50000,Multifamily Housing,9198196.2,784605.9,2014
683,116565,Multifamily Housing,9393776.3,219480.1,1991
684,177000,Multifamily Housing,7845473.2,1023660.7,1957
685,52012,Multifamily Housing,4802690.7,224248.1,1939
686,63866,Office,5393333.8,615382.5,2007
687,540706,Office,38593753.6,6415304.2,1957
688,232000,Other,21572614.3,1749414,1971
689,55000,Manufacturing/Industrial Plant,1614149.5,473080.1,1940
690,44000,Other,1364727.5,192385.1,1950
691,92000,Other,3233417.2,740699.9,1950
692,45000,Other,1170785.8,204909.8,1950
693,68934,Office,7895576.2,1083966.4,1913
694,86955,Multifamily Housing,5128545.9,1503090.7,1983
695,90770,Multifamily Housing,8555526.7,435612.9,1950
696,107000,Multifamily Housing,11845949.5,402673.7,1940
697,60000,Multifamily Housing,10940785,723116.9,1935
698,119106,Multifamily Housing,8630911.4,430189.8,1954
699,80754,Multifamily Housing,8112105.2,327764.3,1947
700,78000,Multifamily Housing,5506337.7,349945.8,1964
701,77478,Multifamily Housing,6073177.7,299302.1,1959
702,68000,Multifamily Housing,4927531.3,242227.8,1931
703,176270,Multifamily Housing,12670831.3,769529.2,1927
704,67489,Multifamily Housing,4429104.7,233380.6,1937
705,60911,Multifamily Housing,5378118.1,206315.3,1910
706,377000,Multifamily Housing,25706889.3,4389010.9,1926
707,72000,Multifamily Housing,7836016.8,346448.5,1940
708,71418,Multifamily Housing,6839985.7,384549.9,1950
709,70566,Multifamily Housing,5549629.4,272903,1939
710,128746,Multifamily Housing,9303490.4,441881.4,1937
711,74595,Multifamily Housing,7240099.1,893582.9,1986
712,265091,Office,23814317.2,5169352.7,1980
713,62548,Multifamily Housing,4499093.5,227557.8,1920
714,64614,Multifamily Housing,5346888.8,251885,1942
715,61620,Multifamily Housing,7096520.3,272067.2,1920
716,72646,Multifamily Housing,6359780,296905.6,1920
717,53406,Multifamily Housing,5434755.2,209412.9,1940
718,65000,Multifamily Housing,6619587.8,237281,1920
719,79284,Multifamily Housing,9835668.5,536665.9,1942
720,54532,Multifamily Housing,4268896.5,223324.3,1935
721,69000,Multifamily Housing,5937096.1,301534.3,1939
722,74580,Multifamily Housing,1677215.4,358122.9,1935
723,52758,Multifamily Housing,4420757.9,198182.7,1932
724,53744,Multifamily Housing,5077764.5,265373,1935
725,67114,Multifamily Housing,1586305.5,311019.4,1942
726,93400,Multifamily Housing,8397132.7,427008.9,1935
727,60000,Multifamily Housing,5356308.3,249542.7,1937
728,67724,Multifamily Housing,5773263.9,279912.9,1935
729,50000,Multifamily Housing,4193154.7,188151.6,1935
730,77986,Multifamily Housing,7904202.8,424233.9,1946
731,68501,Multifamily Housing,7463732.7,280800,1940
732,73692,Multifamily Housing,8178193.8,313283,1935
733,54900,Multifamily Housing,5064857.3,200972.3,1930
734,56250,Multifamily Housing,4073973.3,231882.5,1930
735,50934,Multifamily Housing,5811276.8,231173,1930
736,53000,Multifamily Housing,5122964.5,352428.1,1942
737,52000,Multifamily Housing,5439949.6,334111,1935
738,53750,Multifamily Housing,3553141.8,222022,1930
739,62071,Senior Care Community,10211661.9,844679.7,1973
740,55945,Residence Hall/Dormitory,3995491.3,548521.7,1910
741,74870,Multifamily Housing,8702940.5,411325.6,1989
742,61092,Multifamily Housing,5262799.3,307844.1,1961
743,104708,Multifamily Housing,7518862,250293.7,2000
744,295126,Senior Care Community,52885921.4,3934136.5,1971
745,63720,Multifamily Housing,7721833.7,105903.9,1929
746,246476,Office,13241866.4,3880968.6,1986
747,64158,Multifamily Housing,6983405.1,429299.4,1933
748,84430,Multifamily Housing,3420776.7,166794.3,2011
749,56325,Multifamily Housing,2889005.7,163798.4,2008
750,84000,Multifamily Housing,8615404.9,309305,1931
751,82403,Multifamily Housing,8421764.3,231721.9,1947
752,55000,Multifamily Housing,5614642.7,446039.1,1960
753,76024,Multifamily Housing,1400433.6,343410.3,1916
754,253563,Office,13758016.6,2914704.9,1982
755,127100,Office,10469929,1934544.7,1940
756,51744,Multifamily Housing,4281293.6,324435.4,1924
757,78071,Multifamily Housing,7822191.4,631692.7,1923
758,74000,Other,6183173.3,135864.1,1985
759,51845,Office,9614764.2,544767.9,1929
760,310000,Office,21485919.1,5158999.3,1927
761,180926,Office,9910726.9,1173544.9,1930
762,112500,Other,7889590.9,910384.3,1924
763,66080,Data Center,1514416.3,443850,1980
764,1073000,Office,96266223.4,8840998.1,1965
765,82913,Multifamily Housing,7231159.8,606075.5,1921
766,50925,Multifamily Housing,5714148.1,300831.6,2006
767,140037,Multifamily Housing,4224241.1,391868.6,2009
768,62060,Multifamily Housing,5895308.9,363415.1,1904
769,76400,Multifamily Housing,7542195.2,413037.4,1906
770,115000,Multifamily Housing,11537320.5,836636.9,2006
771,54888,Multifamily Housing,5534406.2,218894.8,1920
772,70352,Multifamily Housing,6143624,501889.3,1920
773,52605,Multifamily Housing,6812408.8,260543.9,1915
774,59400,Multifamily Housing,3120422.8,302379.1,1926
775,78318,Multifamily Housing,9176606.3,487321.9,1923
776,69507,Multifamily Housing,6892318.6,500415.7,2002
777,51000,Multifamily Housing,2132755.2,148274.3,1924
778,60476,Multifamily Housing,6479657.8,483441.9,1928
779,132085,Multifamily Housing,6353463.4,488204.2,2014
780,55250,Multifamily Housing,4844384.6,293354.9,1925
781,55140,Multifamily Housing,4408631.3,317105.7,1926
782,60720,Multifamily Housing,5027519.6,576961.2,2007
783,145424,Multifamily Housing,10928312.8,1009323.6,2007
784,100471,Multifamily Housing,19927949.3,395061.9,1959
785,195000,Multifamily Housing,21969568.5,896092.9,1952
786,56067,Multifamily Housing,5264420.1,202956.2,1929
787,75600,Multifamily Housing,6155619.9,360926.5,1923
788,106335,Multifamily Housing,10002301.8,408555.6,1929
789,212300,Multifamily Housing,23601867,1037062.6,1967
790,65000,Multifamily Housing,7133903.7,333867.9,1961
791,156986,Multifamily Housing,19533478.4,884324.5,1900
792,56257,Multifamily Housing,2806922,260083.6,1988
793,67500,Multifamily Housing,5002019.1,139696.3,1932
794,59231,Multifamily Housing,5643195,204478.1,1921
795,50000,Retail Store,13647961.1,1909420.6,1906
796,54209,Multifamily Housing,4514007.2,207688,1932
797,328679,Hotel,23233094.9,2687439.2,1928
798,147520,Office,8965529.7,2256114.3,1948
799,113240,Senior Care Community,15828065.7,1635419.5,1976
800,57520,Hotel,9592141.5,1058789.4,1926
801,111084,Hotel,14088497.6,2080712.2,1920
802,1050872,Hotel,66081467,9050248.3,1925
803,118422,Other,12607728.7,3143172.9,1920
804,471985,Hotel,33684333.6,5839689.3,1990
805,85000,Hotel,7763863.5,963199.9,1999
806,96774,Multifamily Housing,14033704.1,401668.3,1959
807,83753,Hotel,7066811,1104211.2,1900
808,107116,Hotel,7513393,1219457.9,1900
809,113000,Office,7381651.6,974736,1913
810,54118,Office,7904932.3,907774.4,1906
811,132844,Office,5815164.3,813804.6,1915
812,93642,Multifamily Housing,11317236.5,1207551.5,2007
813,96935,Multifamily Housing,8883838,640775.5,2005
814,62147,Multifamily Housing,6136455.1,469357,2005
815,121775,Multifamily Housing,7588935.1,1502019.5,1927
816,163592,Multifamily Housing,2339294.3,685607.9,1976
817,57605,Multifamily Housing,3417567.8,230405.9,1938
818,236350,Multifamily Housing,26186190.9,1571615,1962
819,310802,Multifamily Housing,27377516,1381785.8,1964
820,365079,Multifamily Housing,25253277.2,1371975.6,1929
821,251334,Multifamily Housing,30226104.3,1722477.3,1989
822,84375,Multifamily Housing,6599968.7,241240.3,1935
823,96600,Multifamily Housing,7441429.6,288413,1937
824,75300,Multifamily Housing,5987614.5,218016.6,1928
825,158250,Multifamily Housing,11364021.5,548306.6,1926
826,84000,Multifamily Housing,5428490.6,229583.2,1941
827,62640,Multifamily Housing,4365122.1,163286.9,1928
828,108000,Multifamily Housing,6669592.5,276417.2,1932
829,60414,Multifamily Housing,1098819.6,322045.6,1920
830,71118,Multifamily Housing,6829262.1,290164.7,1931
831,71400,Multifamily Housing,6214913,348187.1,1939
832,52378,Multifamily Housing,4263643.8,163948.8,1935
833,97620,Multifamily Housing,6594474.2,253204.6,1931
834,65500,Multifamily Housing,6097626.2,366649.3,1938
835,235297,Senior Care Community,34460412.4,4241061.2,1974
836,66000,Non-Refrigerated Warehouse,6676633.5,708659.9,1960
837,95000,Office,5817020.1,681393.4,1927
838,153600,Senior Care Community,24326056,2107681.3,1970
839,242160,Multifamily Housing,12465472.7,1268984.3,1953
840,119662,Multifamily Housing,10227489.9,627012.8,1953
841,59700,Multifamily Housing,4433263,47777.2,1963
